00.000,1631.497
00.004,1652.750
00.008,1663.731
00.012,1633.686
00.016,1643.218
00.020,1659.352
00.023,1662.990
00.027,1664.472
00.031,1682.795
00.035,1697.447
00.039,1690.845
00.043,1653.491
00.047,1657.870
00.051,1657.870
00.055,1659.352
00.059,1652.009
00.063,1657.870
00.066,1647.631
00.070,1635.909
00.074,1601.452
00.078,1573.631
00.082,1561.169
00.086,1553.859
00.090,1569.960
00.094,1550.929
00.098,1542.138
00.102,1536.277
00.105,1519.403
00.109,1534.054
00.113,1510.612
00.117,1549.447
00.121,1540.656
00.125,1552.377
00.129,1591.213
00.133,1610.243
00.137,1653.491
00.141,1726.009
00.145,1736.989
00.148,1813.919
00.152,1823.452
00.156,1891.591
00.160,1939.183
00.164,1980.949
00.168,2023.456
00.172,2057.138
00.176,2084.994
00.180,2140.670
00.184,2145.049
00.188,2139.188
00.191,2142.860
00.195,2150.910
00.199,2139.929
00.203,2117.935
00.207,2071.790
00.211,2043.969
00.215,1972.158
00.219,1938.476
00.223,1879.869
00.227,1819.039
00.230,1749.452
00.234,1699.636
00.238,1588.283
00.242,1559.720
00.246,1456.417
00.250,1391.208
00.254,1339.944
00.258,1261.532
00.262,1194.875
00.266,1145.059
00.270,1086.452
00.273,1009.522
00.277,978.770
00.281,931.144
00.285,893.790
00.289,856.403
00.293,819.790
00.297,789.005
00.301,739.930
00.305,745.791
00.309,701.094
00.313,737.000
00.316,717.228
00.320,714.298
00.324,695.975
00.328,747.980
00.332,719.417
00.336,773.612
00.340,758.960
00.344,778.024
00.348,834.442
00.352,857.144
00.355,879.105
00.359,909.149
00.363,915.010
00.367,916.492
00.371,961.895
00.375,993.422
00.379,1012.452
00.383,1046.168
00.387,1104.034
00.391,1115.015
00.395,1125.288
00.398,1185.343
00.402,1189.014
00.406,1212.457
00.410,1274.735
00.414,1278.373
00.418,1286.457
00.422,1309.900
00.426,1350.924
00.430,1337.721
00.434,1353.114
00.438,1386.830
00.441,1421.994
00.445,1412.462
00.449,1413.203
00.453,1404.412
00.457,1434.423
00.461,1418.322
00.465,1455.676
00.469,1425.631
00.473,1431.492
00.477,1435.164
00.480,1452.005
00.484,1434.423
00.488,1416.133
00.492,1462.278
00.496,1424.183
00.500,1461.537
00.504,1438.835
00.508,1464.467
00.512,1473.258
00.516,1468.879
00.520,1504.044
00.523,1482.790
00.527,1482.790
00.531,1490.099
00.535,1500.372
00.539,1516.472
00.543,1520.144
00.547,1479.119
00.551,1494.511
00.555,1471.069
00.559,1468.879
00.563,1500.372
00.566,1475.447
00.570,1463.019
00.574,1465.208
00.578,1485.720
00.582,1472.517
00.586,1454.228
00.590,1455.676
00.594,1466.656
00.598,1445.437
00.602,1487.910
00.605,1493.770
00.609,1468.138
00.613,1491.581
00.617,1525.263
00.621,1519.403
00.625,1547.258
00.629,1567.029
00.633,1596.333
00.637,1646.149
00.641,1689.363
00.645,1709.875
00.648,1723.820
00.652,1740.661
00.656,1777.307
00.660,1810.248
00.664,1824.900
00.668,1852.755
00.672,1862.287
00.676,1871.785
00.680,1905.501
00.684,1878.387
00.688,1877.646
00.691,1868.148
00.695,1868.855
00.699,1876.939
00.703,1851.273
00.707,1837.362
00.711,1805.869
00.715,1783.168
00.719,1746.521
00.723,1750.900
00.727,1697.447
00.730,1702.566
00.734,1663.731
00.738,1621.965
00.742,1576.561
00.746,1550.929
00.750,1539.208
00.754,1490.099
00.758,1477.670
00.762,1472.517
00.766,1419.063
00.770,1418.322
00.773,1375.108
00.777,1333.342
00.781,1303.298
00.785,1312.830
00.789,1284.234
00.793,1208.786
00.797,1186.084
00.801,1129.666
00.805,1120.134
00.809,1080.591
00.813,1016.865
00.816,967.756
00.820,895.238
00.824,887.188
00.828,836.631
00.832,767.751
00.836,752.392
00.840,687.184
00.844,669.602
00.848,628.577
00.852,572.159
00.855,554.577
00.859,483.508
00.863,498.900
00.867,468.856
00.871,410.249
00.875,379.497
00.879,392.667
00.883,388.288
00.887,372.154
00.891,367.035
00.895,361.174
00.898,361.174
00.902,358.244
00.906,370.706
00.910,386.065
00.914,373.636
00.918,424.160
00.922,435.174
00.926,471.079
00.930,529.686
00.934,538.477
00.938,597.084
00.941,685.702
00.945,734.810
00.949,802.916
00.953,883.517
00.957,927.472
00.961,1018.313
00.965,1085.711
00.969,1140.647
00.973,1182.413
00.977,1272.512
00.980,1340.651
00.984,1394.139
00.988,1435.905
00.992,1455.676
00.996,1530.417
01.000,1519.403
01.004,1577.302
01.008,1550.188
01.012,1578.010
01.016,1569.219
01.020,1563.358
01.023,1574.372
01.027,1531.865
01.031,1490.840
01.035,1498.890
01.039,1449.074
01.043,1425.631
01.047,1382.417
01.051,1333.342
01.055,1274.735
01.059,1213.905
01.063,1165.571
01.066,1141.388
01.070,1090.831
01.074,1055.667
01.078,983.890
01.082,987.561
01.086,945.795
01.090,926.731
01.094,902.581
01.098,889.378
01.102,887.188
01.105,861.523
01.109,890.860
01.113,888.637
01.117,907.701
01.121,897.428
01.125,964.118
01.129,979.477
01.133,1024.915
01.137,1057.149
01.141,1084.970
01.145,1095.243
01.148,1179.482
01.152,1207.337
01.156,1265.203
01.160,1307.677
01.164,1348.735
01.168,1374.367
01.172,1400.740
01.176,1422.701
01.180,1493.029
01.184,1514.283
01.188,1522.333
01.191,1575.079
01.195,1602.193
01.199,1609.536
01.203,1632.979
01.207,1661.541
01.211,1671.073
01.215,1684.243
01.219,1708.427
01.223,1741.402
01.227,1705.497
01.230,1715.029
01.234,1725.268
01.238,1713.547
01.242,1678.382
01.246,1646.890
01.250,1630.049
01.254,1605.865
01.258,1596.333
